# The name and comment audit of EA game code: one row per audited function (a later
# row for the same address supersedes an earlier one). Two blind lanes read each function;
# a reconciler compared them with its name and comments. tier: T1 EA text or confirmed
# TW06 name, T2 struct-bound and agreed, T3 agreed guess (fn_<address>_<Guess>), D demoted,
# - no name. decision: kept, renamed, tier3, demoted, unnamed. comments: ok, none,
# fixed:N, stripped:N. Progress: tools/match/auditprogress.py.
address	unit	name_before	name_after	tier	decision	comments	lane1	lane2	reconciler	date	notes
8016DA84	Common/SharedFileIO/SharedFileIO	SFIOStartSelectDevice	fn_8016DA84_StartUnmount	T3	tier3	none	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	TW06 candidate: SFIORecoverUnMountStart
8016DBAC	Common/SharedFileIO/SharedFileIO	SFIOReturnFirstArg	SFIOReturnFirstArg	T2	kept	none	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	returns its first argument: slot 0 (idle) of gSFIOValidateTable. Both lanes agree
8016DBE0	Common/SharedFileIO/SharedFileIO	SFIOValidateErrorOp01	SFIOValidateErrorOp01	T2	kept	ok	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	validate slot 1: op must be 1 (else 0x12), error in {0,3,0x11} (else 0x10). Both lanes agree. The block comment above the validators is ok
8016DCD0	Common/SharedFileIO/SharedFileIO	SFIOValidateErrorOp02	SFIOValidateErrorOp02	T2	kept	none	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	slot 2 (op 2, the find). Both lanes agree
8016DDD8	Common/SharedFileIO/SharedFileIO	SFIOValidateErrorOpMisc	SFIOValidateErrorOpMisc	T2	kept	none	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	slots 7, 11, 15, 27-29: ops 0x1B/0x1C/0x1D/7/0xB/0x18. Slot 15 (op 0xF) is not in its own list; op 0xF is never started. Both lanes agree
8016DF54	Common/SharedFileIO/SharedFileIO	SFIOValidateErrorOp18	SFIOValidateErrorOp18	T2	kept	none	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	slots 8, 12, 16, 24: ops 0x18/8/0xC/0x10. Both lanes agree
8016E08C	Common/SharedFileIO/SharedFileIO	SFIOValidateErrorOp19	SFIOValidateErrorOp19	T2	kept	none	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	slots 9, 13, 17, 25: ops 0x19/9/0xD/0x11. Both lanes agree
8016E1C4	Common/SharedFileIO/SharedFileIO	SFIOValidateErrorOp1A	SFIOValidateErrorOp1A	T2	kept	none	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	slot 26: op 0x1A (unmount). Both lanes agree
8016E2C0	Common/SharedFileIO/SharedFileIO	SFIOValidateErrorOp05	SFIOValidateErrorOp05	T2	kept	none	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	slot 5: op 5 (pfn20, create); accepts 8 (exists) and 0xE (no space). Both lanes agree
8016E3D4	Common/SharedFileIO/SharedFileIO	SFIOValidateErrorOp16	SFIOValidateErrorOp16	T2	kept	none	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	slots 6, 10, 14, 22: ops 0x16/6/0xE/0xA (pfnMount, the open). Both lanes agree
8016E518	Common/SharedFileIO/SharedFileIO	SFIOValidateErrorOp14	SFIOValidateErrorOp14	T2	kept	none	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	slots 19-21: ops 0x13/0x14/0x15 (0x15 = pfn24, the delete). Both lanes agree
8016E664	Common/SharedFileIO/SharedFileIO	SFIOValidateErrorOp12	SFIOValidateErrorOp12	T2	kept	none	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	slot 18: op 0x12 (pfn28 in the delete sequence). Both lanes agree
8016E778	Common/SharedFileIO/SharedFileIO	SFIOValidateErrorOp03	SFIOValidateErrorOp03	T2	kept	none	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	slot 3: op 3 (pfn08, free space). Both lanes agree
8016E868	Common/SharedFileIO/SharedFileIO	SFIOValidateErrorOp04	SFIOValidateErrorOp04	T2	kept	none	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	slot 4: op 4 (pfn0C, free entries). Both lanes agree
8016E958	Common/SharedFileIO/SharedFileIO	SFIOValidateErrorOp17	SFIOValidateErrorOp17	T2	kept	none	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	slot 23: op 0x17 (pfn3C after the header write in the create). Both lanes agree
8016EA60	Common/SharedFileIO/SharedFileIO	SFIOValidateErrorPassThrough	fn_8016EA60_ContinueIdle	T3	tier3	none	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	L1's "validate slot by elimination" is wrong: the initialiser puts it in gSFIOContinueTable[0] only
8016EA94	Common/SharedFileIO/SharedFileIO	SFIOContinueSelect	fn_8016EA94_ContinueOpen	T3	tier3	fixed:1	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	comment rewritten: "probe / mount / select" followed the mislabelled callbacks. Dead test: case 0x1A checks eState == 4, a create state that never reaches this handler
8016EF90	Common/SharedFileIO/SharedFileIO	SFIOContinueClose	fn_8016EF90_ContinueSeekReadWrite	T3	tier3	fixed:1	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	comment said "close / verify": states 8/9/0xA are seek/write/read. A seek never checks uExpected54 although SFIOSeek sets it
8016F148	Common/SharedFileIO/SharedFileIO	SFIOContinueUnmount	fn_8016F148_ContinueClose	T3	tier3	fixed:1	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	comment now says what 0x19 and 0x1A do (CARDClose, CARDUnmount through TibExt). TW06 has no continuation names (static in EA's file)
8016F328	Common/SharedFileIO/SharedFileIO	SFIOContinueAbort	SFIOContinueAbort	T2	kept	ok	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	cleanup states 0xB-0xD walk 0x18 -> 0x19 -> 0x1A ignoring eError, then return the stored last error. Both lanes agree; comment ok
8016F49C	Common/SharedFileIO/SharedFileIO	SFIOIsInitialized	SFIOIsInitialized	T1	kept	none	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	E1: EA's assert text "SFIOIsInitialized()"; also a TW06 name. _SFIO_pDevice != NULL. Both lanes agree
8016F4D4	Common/SharedFileIO/SharedFileIO	SFIOInit	SFIOInit	T1	kept	ok	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	E2: TW06 SFIOInit (same-name pairing); called by TagFile.c:496. Comment (device list ended by -1, 3 = both slots) ok. Failure paths leave it half set up: see report
8016F9C0	Common/SharedFileIO/SharedFileIO	SFIOShutdown	SFIOShutdown	T1	kept	none	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	E2: TW06 SFIOShutdown (same-name pairing); clears the callbacks and frees both blocks. Both lanes agree
8016FB54	Common/SharedFileIO/SharedFileIO	SFIOGetSessionInfo	SFIOGetSessionInfo	T2	kept	ok	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	copies Session out (0xC on NULL; no initialised check). Both lanes agree; comment ok
8016FBB8	Common/SharedFileIO/SharedFileIO	SFIOBeginLoad	fn_8016FBB8_DeleteStart	T3	tier3	fixed:1	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	comment said "Begin a save session ... probe it". TW06 candidate: SFIODeleteStart. strcpy into szName[0x1B] without the create start's length check
8016FE1C	Common/SharedFileIO/SharedFileIO	SFIOBeginSave	SFIOCreateStart	T1	renamed	fixed:1	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	the shared comment above now reads delete 5/2, create 4/1, open 6/3 (it said Load/Save/Delete)
8017009C	Common/SharedFileIO/SharedFileIO	SFIOBeginDelete	fn_8017009C_OpenStart	T3	tier3	none	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	no comment of its own (the one above 8016FE1C covers it). TW06 candidate: SFIOOpenStart. Same unchecked strcpy as 8016FBB8
80170300	Common/SharedFileIO/SharedFileIO	SFIOEnd	SFIOEnd	T2	kept	fixed:1	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	state 7, op 0x18, pfnOp18(handle): starts the close sequence (TagFile_End calls it). L1 read it as "open by handle"; L2 CloseFile start. Comment "start the unmount" fixed. TW06 candidate: SFIOCloseStart
801703CC	Common/SharedFileIO/SharedFileIO	SFIOSeek	SFIOSeek	T2	kept	fixed:1	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	pfnSeek = TibExt fn_801227F8 -> fn_8009F2D8 (from the start only when uWhence is 0). The comment's "otherwise absolute" was wrong. TW06 candidate: SFIOSeekStart
8017051C	Common/SharedFileIO/SharedFileIO	SFIORead	SFIORead	T2	kept	none	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	state 0xA, op 0x1D, uExpected54 = size, pfnRead (CARDRead path). Both lanes agree. TW06 candidate: SFIOReadStart
8017060C	Common/SharedFileIO/SharedFileIO	SFIOWrite	SFIOWrite	T2	kept	none	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	state 9, op 0x1C, pfnWrite. Both lanes agree. TW06 candidate: SFIOWriteStart
801706FC	Common/SharedFileIO/SharedFileIO	SFIOUpdate	SFIOUpdate	T2	kept	ok	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	per-frame pump: pfnUpdate, validate by op, continue by state, idle at the end. Comment ok. A 0x10 result leaves the state set: see report. TW06 candidate: SFIOProcess
80170968	Common/SharedFileIO/SharedFileIO	SFIOGetDeviceInfo	SFIOGetDeviceInfo	T2	kept	none	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	writes the CARD channel (0/1) of a device through fn_80171308; no callers. Both lanes agree. TW06 candidate: SFIOGetStorageMediaInfo
80170A00	Common/SharedFileIO/SharedFileIO	SFIOSetDescriptor	SFIOSetDescriptor	T2	kept	none	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	copies the descriptor in, computes uFileSize/uNumFiles, returns fn_80173024's check (stores before it validates). Both lanes agree. TW06 candidate: SFIOSetSystemData
80170AA8	Common/SharedFileIO/SharedFileIO	SFIOValidateFilename	SFIOValidateFilename	T1	kept	none	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	E2: TW06 SFIOValidateFilename (same-name pairing); EA assert "NULL != pFilename"; always TRUE on the GameCube; TibExt.c:107 picks a found name with it
80170B44	Common/SharedFileIO/SharedFileIO	SFIOAsciiToShiftJIS	SFIOAsciiToShiftJIS	T2	kept	fixed:1	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	0x82xx letters/digits, 0x81xx punctuation through the 33-entry table (standard full-width Shift-JIS); no callers. "(what the memory card directory stores)" was unsupported: card names are the host's name as is (fn_80171744). Characters below 0x20 or 0x7F-0x80 index outside the table. Matching note inside ok. TW06 candidate: SFIOStringToShiftJIS
80170E08	Common/SharedFileIO/SharedFileIO	SFIOShiftJISToAscii	SFIOShiftJISToAscii	T2	kept	fixed:1	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	"Inverse of" held only for letters, digits and ' '..'/': a table hit adds the range start to the table index (':' -> 'J', '[' -> 'r', '{' -> 0x98). L1 said exact inverse; L2 found the bug; checked by hand. No callers
8017124C	Common/SharedFileIO/SharedFileIO	fn_8017124C	fn_8017124C	-	unnamed	ok	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	agreed: forwards to fn_80172D7C (save size = data + header rounded up to 8 KiB, 1 entry); callers SFIOSetDescriptor, EASBStorage fn_8012C8D0. Later name: CalcFileSize (TW06 candidate SFIOCalculateSaveSize). The group comment above ("Thin wrappers over the platform layer") is ok
80171294	Common/SharedFileIO/SharedFileIO	SFIOPlatformCall80172F48	fn_80171294_GetChecksumInterface	T3	tier3	none	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	TW06 candidate: SFIOGetSignatureMethod
801712CC	Common/SharedFileIO/SharedFileIO	SFIOGetHeaderSize	SFIOGetHeaderSize	T2	kept	none	Sonnet 5 (audit-l1-D)	Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24	returns fn_80173000() = 0x2000, the header block (SFIOSeek adds it; fn_80173024 requires the descriptor's header to be exactly this). Both lanes agree. TW06 candidate: SFIOGetReservedSize
800EFCC0	GameModeDriverPGATour	fn_800EFCC0	GameModeDriverPGATour_ComputePurseForBracket	T2	renamed	ok	Sonnet 5 (audit-l1-A)	Opus 5.5 (audit-l2-A)	Opus 5.5 (audit-rec-A)	2026-09-24	swap step 2 (step 1 demoted GameModeDriverPGATour_ComputeFirstPrizeForBracket): column [0] = total purse
800EFCFC	GameModeDriverPGATour	fn_800EFCFC	GameModeDriverPGATour_ComputeFirstPrizeForBracket	T2	renamed	ok	Sonnet 5 (audit-l1-A)	Opus 5.5 (audit-l2-A)	Opus 5.5 (audit-rec-A)	2026-09-24	swap step 2 (step 1 demoted GameModeDriverPGATour_ComputePurseForBracket): column [1] = first prize
800EFF7C	GameModeDriverPGATour	fn_800EFF7C	GameModeDriverPGATour_GetPurseString	T2	renamed	ok	Sonnet 5 (audit-l1-A)	Opus 5.5 (audit-l2-A)	Opus 5.5 (audit-rec-A)	2026-09-24	swap step 2 (step 1 demoted GameModeDriverPGATour_GetWinnerEarningsString): EA label "Purse:"
800F00F8	GameModeDriverPGATour	fn_800F00F8	GameModeDriverPGATour_GetWinnerEarningsString	T2	renamed	ok	Sonnet 5 (audit-l1-A)	Opus 5.5 (audit-l2-A)	Opus 5.5 (audit-rec-A)	2026-09-24	swap step 2 (step 1 demoted GameModeDriverPGATour_GetPurseString): EA label "Earnings:" under "Winner:"
800882F4	GameUICommands	fn_800882F4	fn_800882F4	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: forwards args 0-2 as out-pointers to fn_800FDC0C (GameMode8: the current course's three values from lbl_80192C00, which fn_800FDC0C's caller uses as the speed-golf prize limits). Later guess: GetSpeedGolfCourseLimits. Unit header comment (audited in this half) fixed: "a table of 214 command functions" -> 214 slots with 212 functions (slots 0 and 119 stay NULL; fn_800850E4 does not test for NULL)
80088324	GameUICommands	fn_80088324	fn_80088324	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: result = fn_800ED314 (GameMode5: the holes left in the challenge group). Later guess: GetRemainingHoleCount
80088354	GameUICommands	fn_80088354	fn_80088354	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: empty handler
80088358	GameUICommands	fn_80088358	fn_80088358	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: empty handler
8008835C	GameUICommands	fn_8008835C	fn_8008835C	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: copies the RTE event's name and description (fn_800F0818 set) or the current challenge group's two text lines (fn_800ED280/2C8 of fn_800EAC7C) into string args 0 and 1. Local nRound is written by fn_800F0E20 and never read. Later guess: GetEventNameAndDescription
800883FC	GameUICommands	fn_800883FC	fn_800883FC	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: fn_800A73C0(arg0, arg1); L2: the callee ignores arg0 and sets track 0 of audio emitter lbl_8028141B to arg1. Later guess: SetAudioEmitterTrack (low)
80088428	GameUICommands	fn_80088428	fn_80088428	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: wrapper of fn_800FD8D0 (GameMode8): players 0 and 1 names and points into args 0-3, returns which one won the current hole (-1 none). Later guess: GetTwoPlayerHoleResult
80088474	GameUICommands	fn_80088474	fn_80088474	-	unnamed	fixed:1	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: returns the next selected hole after the current one (fn_800E16F4 loops from nCurHole+1; -1 none) and writes its par and its length for player 0's tee set into args 0 and 1 (0, 0 when none). L1 called it the current hole; the callee says next (L2 right). Comment "The contest hole" was wrong -> the round's next hole. Later guess: GetNextHoleInfo
800884F0	GameUICommands	fn_800884F0	fn_800884F0	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: wrapper of fn_800FDE58 (GameMode8 solo scorecard: points of holes played + current hole seconds/strokes/SG_Score). Lane 2 flag confirmed: passes arg0's string pointer where GameMode8 defines int nPlayer (the local prototype says char* szName); the callee never reads it. Later guess: GetSpeedGolfRunningScore
80088538	GameUICommands	fn_80088538	fn_80088538	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: result = fn_80085BC0(arg0) (whether controller arg0 may act; always 1 outside game type 6). Later guess: CanControllerAct
80088570	GameUICommands	fn_80088570	fn_80088570	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: fn_8009CD80(port, slot) then fn_8009CD7C (empty). L2: a memory-card state refresh. Later guess: RefreshMemoryCard
800885A0	GameUICommands	fn_800885A0	fn_800885A0	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	"The same as fn_80087CBC" holds: identical body (card refresh, fn_80084FF0(2), fn_80084FB4(&pos), fn_8009CD7C)
800885F8	GameUICommands	fn_800885F8	fn_800885F8	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: fn_800A7350(0), fn_800E3EE0 (unpause), fn_80100B38 if lbl_801D87C0.b0 is 0. Also called directly by fn_8008A128. Later guess: ResumeFromPause
80088634	GameUICommands	fn_80088634	fn_80088634	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: calls fn_800A6F38 (L2: an audio emitter preset). No agreed role
80088654	GameUICommands	fn_80088654	fn_80088654	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: result = 0
80088660	GameUICommands	fn_80088660	fn_80088660	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: switch on arg2 over GameMode12 list queries (0-3) and fn_800F2408/2494/2534/24D8 (4-7). Comment holds. Later guess: GetMiniGameStat
80088730	GameUICommands	fn_80088730	fn_80088730	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: only selector 0: gPlayers[arg0].nD70[current hole]; other selectors leave the result untouched
8008879C	GameUICommands	fn_8008879C	fn_8008879C	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: result = gSession.uFlags bit 0x4000 as 0/1 (bit meaning unknown)
800887C4	GameUICommands	fn_800887C4	fn_800887C4	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: 1 if gSession.nGameType == 6 and nPaused is 2 or 3
80088804	GameUICommands	fn_80088804	fn_80088804	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: if fn_800E39F0 (modes 13-17) calls fn_800F1E1C. L2: ends the target mode's turn (only 14/15 act). Later guess: EndTargetModeTurn (low)
80088830	GameUICommands	fn_80088830	fn_80088830	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: empty handler
80088834	GameUICommands	fn_80088834	fn_80088834	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: strlen of string arg0. Comment holds
8008886C	GameUICommands	fn_8008886C	fn_8008886C	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: record holder name into string arg3 by arg0 (3 hole contest, 0 recA) then game mode 16/17/13/22, else the course's records. Comment holds (RecordEntry is the all-time record type). Later guess: GetRecordName
80088AD4	GameUICommands	fn_80088AD4	fn_80088AD4	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: the same tree returning nValue (fn_800DAD30 for the contest). Comment holds. Later guess: GetRecordValue
80088CC4	GameUICommands	fn_80088CC4	fn_80088CC4	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: fn_800907AC formats int arg0 with thousands commas into string arg1. Comment holds
80088CF0	GameUICommands	fn_80088CF0	fn_80088CF0	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: money/earnings value of player arg0 picked by arg1 (0-16 money fields, 100 course multiplier - 1, 101 pin set, 102 tee set remapped, 103/104 TOUR card multiplier/level, 200 bonus flag). Comment holds; fake match and EA bug notes untouched. Lane 2 flags checked: fn_801025F4's result is discarded in 103/104 (asm: r3 overwritten right after the call); nMult is unset only for a level outside 0..6 (already an EA bug note; save.h says 0..6). L2 TYPE note on case 103 dismissed: aMult is s32. Later guess: GetPlayerEarningsStat
80089324	GameUICommands	fn_80089324	fn_80089324	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: record holder name into string arg3 (recA or the course's records) and its strlen into nLen. Lane 2 flag confirmed in the asm: the course branch copies the 20-byte RecordEntry to the stack and passes its address, and nValue is at offset 0, so "%s" prints the value's bytes: an empty name (nLen 0) for any value below 2^24. EA bug note untouched. Later guess: GetRecordNameWithLength
80089414	GameUICommands	fn_80089414	fn_80089414	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: nValue of recA[arg1][arg2] (arg0 0) else of the course's records. Comment holds. Later guess: GetRecordValueSimple
800894B4	GameUICommands	fn_800894B4	fn_800894B4	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: float result = fn_800D0478(arg0); L2: horizontal ball-to-pin distance. Comment holds. Later guess: GetBallDistanceToPin
800894E8	GameUICommands	fn_800894E8	fn_800894E8	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: entry arg0 of the event log lbl_802120F8 (GameMode8 writes it) into args 1 (player) and 2 (event), else 0 and -1. Lane 2 flag confirmed: the counter lbl_80281EDC written to arg2 is overwritten on both paths and read nowhere else (its declaration comment "counts -1..10" holds). Later guess: GetSpeedGolfLogEntry
80089584	GameUICommands	fn_80089584	fn_80089584	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: result = 7
80089590	GameUICommands	fn_80089590	fn_80089590	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: arg0 0 -> fn_800DAD44 as 0/1, 1 -> fn_800DAD4C (GameHoleContests state). Later guess: GetHoleContestState
80089600	GameUICommands	fn_80089600	fn_80089600	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: fn_801025F4 (GameMode4 event flag) as 0/1
80089648	GameUICommands	fn_80089648	fn_80089648	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: result = next random number of stream 1 (Rand_Next(1)). Later guess: GetRandom
8008967C	GameUICommands	fn_8008967C	fn_8008967C	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: result = 0
80089688	GameUICommands	fn_80089688	fn_80089688	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: empty handler
8008968C	GameUICommands	fn_8008968C	fn_8008968C	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: writes 2 and 1 to int args 0 and 1
800896A8	GameUICommands	fn_800896A8	fn_800896A8	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: result = 2
