kind	string	address	disc	in_tw04
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FE068	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FE0E8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FE178	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FE1F8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Lo-Rendering/Shader/ShaderObject/Gc/GoShaderObject_Glows_Gc.c	801FE278	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FE328	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Lo-Rendering/Shader/ShaderObject/Gc/GoShaderObject_Grass_Gc.c	801FE3B8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FE450	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FE4DC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SFX/Headers/SFX_GameInterface.h	801FE56C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FE600	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FE680	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FE710	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FE798	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FE828	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FE8B8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FE948	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Lo-Rendering/Shader/ShaderObject/Gc/GoShaderObject_PrelitUVAnimation_Gc.c	801FE9D0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FEA60	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Lo-Rendering/Shader/ShaderObject/Gc/GoShaderObject_Rain_Gc.c	801FEAF4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FEBE0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FEC60	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FECE0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FED60	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FEDF8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/GoShaderObjectCommon_MorphAnimManager_Gc.c	801FEE88	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FEF30	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/GoShaderObjectCommon_ShaderObjectsData_Gc.c	801FEFB0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FF058	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/GoShaderObjectCommon_TexAnimManager_Gc.c	801FF0E8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FF188	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Lo-Rendering/Shader/ShaderObjectContainer/Gc/GoShaderObjectContainer_OBFData_Gc.c	801FF208	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FF280	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FF300	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Lo-Rendering/Shader/ShaderIterators/ShaderTextureIterator.cpp	801FF380	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FF3E4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Localization/localization.c	801FF5D4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FF650	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FF740	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SFX/Headers/SFX_GameInterface.h	801FF7DC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FF870	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	END_OF_FILE	801FF96C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	yes
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FF9D0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	R453DrTe	801FFACC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	yes
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Memory Card/user.c	801FFB08	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
message	USER%d	801FFC9C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	yes
message	Dummy %d	801FFCA4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
message	User %d	801FFCB0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	yes
name	NoName	801FFCB8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	yes
name	NoLogoName	801FFCC8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	yes
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FFD10	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Memory Card/Gc/MC_Gc.c	801FFDA0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FFE5C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Misc/Gc/GoARAM.c	801FFEDC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FFF14	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SFX/Headers/SFX_GameInterface.h	801FFFB0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Physics/MaterialTypes.c	801FFFE0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80200020	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SFX/Headers/SFX_GameInterface.h	802000BC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	A6ffAh	80201EE0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	yes
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80202860	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80202920	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Replay/Replay.c	802029BC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80202A08	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80202AE8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Sfx/ColGlow.c	80202B68	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80202BB0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80202C9C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SFX/Headers/SFX_GameInterface.h	80202D2C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80202D88	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SFX/Headers/SFX_GameInterface.h	80202E18	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80202EA4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SFX/Headers/SFX_GameInterface.h	80202F34	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	textureName	80202FD4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	maxParticles	80202FE8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	particleReservoir	80202FF8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	yawRotSpd	80203020	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	pitchRotSpd	8020302C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	systSize	80203038	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	offsetPosition	80203050	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	minDispAngl	80203060	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	diffDispAngl	8020306C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	minRadius	8020307C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	diffRadius	80203088	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	RandomAlphaRange	80203094	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	colorMixerBase	802030A8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	colorMixerRange	802030B8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	systemLifetime	802030C8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	partLifetime	802030D8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	burstPeriod	802030E8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	burstParticleCount	802030F4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	initialSize	80203108	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	initSizeRang	80203114	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	initialAngle	80203124	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	angleLimit	80203134	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	rotSpeed	80203140	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	minVelocity	8020314C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	diffVelocity	80203158	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	burstPeriodRange	80203168	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	particleType	8020317C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	particleBounce	8020318C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	particleFriction	8020319C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	rotationAxis	802031B0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	particleFlags	802031C0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	uiRandomizeFirstFrameScale	802031E0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	uiAlphaTestValue	802031FC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	arcAngle	80203210	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	AlphaInRate	8020321C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	AlphaIn0	80203228	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	sizeChangeRate	80203294	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	MaxSize	802032A4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	RotDrag	802032DC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Sfx/Effect_ParticleSystem.c	80203380	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80203444	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SFX/Headers/SFX_GameInterface.h	802034D4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
message	Template Msg: '%s' -> (%f)	80203510	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80203534	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	802035D0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SFX/Headers/SFX_GameInterface.h	8020366C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	SandSpray	802036A0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	RoughSpray	802036AC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	WaterSplash	802036B8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	SandSplash	802036C4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	DarkSandSplash	802036D0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	DustSplash	802036E0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	DarkSandSpray	802036EC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	BonusX2	80203708	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	BonusX3	80203710	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	BonusX4	80203718	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	BonusX5	80203720	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	TallRoughSpray	80203728	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	BallExplosion1	80203738	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	BallTrailSpecial	80203748	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	BarkSplash	8020375C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	GreenSplash	80203768	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	DivotDirtSpray	80203774	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	GrassSprinkle	80203784	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Sfx/PsBallFx.c	80203794	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	8020385C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Sfx/PsMgr.c	80203904	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80203954	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SFX/Headers/SFX_GameInterface.h	802039E4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80203A5C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Sfx/Headers/SFX_GameInterface.h	80203AEC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80203B4C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SFX/Headers/SFX_GameInterface.h	80203BDC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Sfx/SFXGlow.c	80203C28	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80203C7C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SFX/Headers/SFX_GameInterface.h	80203D0C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Sfx/SFXHub.c	80203D3C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80203F30	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Sfx/shadow.c	80203FD0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80204068	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Sfx/SunFlr.c	8020416C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	802041D8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SFX/Headers/SFX_GameInterface.h	80204274	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	802042A8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80204380	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80204420	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Sfx/Gc/SunFlr_Gc.c	802044B8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80204518	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SitDev/Headers/Shared/SitDevSituation.h	802045A8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80204650	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	802046E0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SitDev/Headers/Shared/SitDevSituation.h	80204770	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/SitDev/SitDevFile.c	802047EC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	802048D0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SitDev/Headers/Shared/SitDevSituation.h	80204960	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	802049E0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SitDev/Headers/Shared/SitDevSituation.h	80204A70	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	AnimEmot	80204B08	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	SwitchClub	80204B7C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	ClubChoice	80204B88	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	RandomComm	80204BB0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	80204BC0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SitDev/Headers/Shared/SitDevSituation.h	80204C50	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
